experimento,repeticion,modo,vacas,estrellas,hilos,estrellas_paralelas,schedule,chunk,semilla,ms_sim_avg,ms_sim_p95,ms_pasada_a_avg,ms_pasada_b_avg,ms_render_avg,fps
estrellas,6,paralelo,1,180,8,0,static,0,1234,0.473605,0.582800,0.201375,0.202000,0.000000,2111.464
estrellas,6,paralelo,1,180,8,1,static,0,1234,0.544485,0.603800,0.179265,0.175460,0.000000,1836.598
estrellas,7,serial,1,180,1,0,static,0,1234,0.105350,0.137300,0.023720,0.022525,0.000000,9492.169
estrellas,7,paralelo,1,180,8,0,static,0,1234,0.447120,0.483800,0.188600,0.189640,0.000000,2236.536
estrellas,7,paralelo,1,180,8,1,static,0,1234,0.680825,1.026800,0.242045,0.214555,0.000000,1468.806
estrellas,8,serial,1,180,1,0,static,0,1234,0.148690,0.189900,0.031245,0.033605,0.000000,6725.402
estrellas,8,paralelo,1,180,8,0,static,0,1234,0.574485,0.722300,0.232745,0.226760,0.000000,1740.689
estrellas,8,paralelo,1,180,8,1,static,0,1234,0.633170,0.710300,0.202910,0.207385,0.000000,1579.355
estrellas,9,serial,1,180,1,0,static,0,1234,0.109225,0.126200,0.025210,0.023155,0.000000,9155.413
estrellas,9,paralelo,1,180,8,0,static,0,1234,0.422855,0.478500,0.175350,0.178735,0.000000,2364.877
estrellas,9,paralelo,1,180,8,1,static,0,1234,0.591680,0.694500,0.192235,0.195750,0.000000,1690.103
estrellas,10,serial,1,180,1,0,static,0,1234,0.101015,0.114200,0.021110,0.022700,0.000000,9899.520
estrellas,10,paralelo,1,180,8,0,static,0,1234,0.497245,0.543300,0.208290,0.211955,0.000000,2011.081
estrellas,10,paralelo,1,180,8,1,static,0,1234,0.502475,0.645300,0.164820,0.161420,0.000000,1990.149
estrellas,1,serial,1,10000,1,0,static,0,1234,2.186765,2.303200,0.029640,0.022200,0.000000,457.297
estrellas,1,paralelo,1,10000,8,0,static,0,1234,2.114575,2.353300,0.222545,0.182860,0.000000,472.908
estrellas,1,paralelo,1,10000,8,1,static,0,1234,1.057730,1.174400,0.191010,0.187620,0.000000,945.421
estrellas,2,serial,1,10000,1,0,static,0,1234,2.152735,2.520400,0.027285,0.019560,0.000000,464.525
estrellas,2,paralelo,1,10000,8,0,static,0,1234,2.389305,2.933900,0.247710,0.208070,0.000000,418.532
estrellas,2,paralelo,1,10000,8,1,static,0,1234,1.412980,1.520900,0.273850,0.261310,0.000000,707.724
estrellas,3,serial,1,10000,1,0,static,0,1234,1.753865,1.875400,0.022655,0.016090,0.000000,570.169
estrellas,3,paralelo,1,10000,8,0,static,0,1234,2.087545,2.312000,0.204500,0.167575,0.000000,479.032
estrellas,3,paralelo,1,10000,8,1,static,0,1234,0.982080,1.103800,0.179090,0.169145,0.000000,1018.247
estrellas,4,serial,1,10000,1,0,static,0,1234,2.392430,2.705100,0.036680,0.024680,0.000000,417.985
estrellas,4,paralelo,1,10000,8,0,static,0,1234,2.416295,2.739500,0.297900,0.203095,0.000000,413.857
estrellas,4,paralelo,1,10000,8,1,static,0,1234,0.889565,1.003500,0.163420,0.170345,0.000000,1124.145
estrellas,5,serial,1,10000,1,0,static,0,1234,1.980220,2.222300,0.025125,0.018670,0.000000,504.994
estrellas,5,paralelo,1,10000,8,0,static,0,1234,2.153450,2.601900,0.211660,0.174760,0.000000,464.371
estrellas,5,paralelo,1,10000,8,1,static,0,1234,1.012610,1.498700,0.173520,0.172750,0.000000,987.547
estrellas,6,serial,1,10000,1,0,static,0,1234,4.052455,4.665800,0.047555,0.037965,0.000000,246.764
estrellas,6,paralelo,1,10000,8,0,static,0,1234,4.361860,4.938600,0.391460,0.378255,0.000000,229.260
estrellas,6,paralelo,1,10000,8,1,static,0,1234,1.298335,1.928500,0.247170,0.224395,0.000000,770.217
estrellas,7,serial,1,10000,1,0,static,0,1234,2.152265,2.794200,0.054585,0.027570,0.000000,464.627
estrellas,7,paralelo,1,10000,8,0,static,0,1234,2.314665,2.815200,0.219455,0.195935,0.000000,432.028
estrellas,7,paralelo,1,10000,8,1,static,0,1234,0.752020,0.828100,0.134295,0.131805,0.000000,1329.752
estrellas,8,serial,1,10000,1,0,static,0,1234,2.097435,2.707300,0.038445,0.024510,0.000000,476.773
estrellas,8,paralelo,1,10000,8,0,static,0,1234,2.130020,2.703800,0.233540,0.183390,0.000000,469.479
estrellas,8,paralelo,1,10000,8,1,static,0,1234,0.754100,0.833800,0.132965,0.129530,0.000000,1326.084
estrellas,9,serial,1,10000,1,0,static,0,1234,2.077915,2.404100,0.040450,0.020935,0.000000,481.252
estrellas,9,paralelo,1,10000,8,0,static,0,1234,2.163530,2.509700,0.194085,0.168790,0.000000,462.208
estrellas,9,paralelo,1,10000,8,1,static,0,1234,1.204780,1.459100,0.225500,0.196290,0.000000,830.027
estrellas,10,serial,1,10000,1,0,static,0,1234,2.873360,3.766300,0.116670,0.066605,0.000000,348.025
estrellas,10,paralelo,1,10000,8,0,static,0,1234,2.183795,2.762200,0.207745,0.184760,0.000000,457.918
estrellas,10,paralelo,1,10000,8,1,static,0,1234,0.900775,1.088000,0.170505,0.167915,0.000000,1110.155
